ID,Title,URL,Content,Date,Type,Format,MP3 URL,Embedded,,,,,,,Firebase Upload,Firebase Storage Upload,,Firebase Meta Data Upload,Firebase Storage Upload
25279,Peik Stenlund,https://businessfightspoverty.org/peik-stenlund,"This week Yvette Torres-Rahman, Partnerships Director at Business Fights Poverty, interviews Peik Stenlund, Co-Founder and CEO of Pamoja Cleantech. Hear about how Pamoja Cleantech, a Business Call to Action member, was founded around the idea that by creating scalable and sustainable business solutions you can solve pressing environmental challenges. Pamoja Cleantech uses a biomass fuel supply which comes from agriculture residues and thanks to an innovative partnership with We Effect they are sustainably sourcing the biomass without contributing to the growing issue of deforestation. Peik goes on to explain the various ideas they have for contributing to the local economy, from supplying cheaper and cleaner energy to telecom base stations, to providing local agro-processing for farmer’s goods. Looking to the future Pamoja Cleantech has plans to scale up their reach and impact via a partnership with the Ugandan Rural Electrification agency whereby they will pay for the expansion of the mini-grids to reach more households. Click on the audio above to hear more about Pamoja’s Cleantech business model and their ambitions for 2020.",2015-11-20 13:13:04,Podcasts,Audio,https://drive.google.com/file/d/1GDwRdi1V9aA0nX8MVXvk_86iMKLxs8oq/view?usp=drive_link,✅,,,,,,,uploaded,uploaded,,,
25304,David Auerbach and Ross McLean,https://businessfightspoverty.org/david-auerbach-and-ross-mclean,"This week Yvette Torres-Rahman, Partnerships Director at Business Fights Poverty interviews Ross McLean, President of Dow in Sub-Saharan Africa and David Auerbach, Co-Founder of Sanergy. Thanks to an introduction by Acumen, Sanergy who are tackling the sanitation crisis in Kenya have been able to work closely with Dow, a leading global chemical company. Sanergy collects toilet waste and convert it into a pathogen free organic fertilizer. David explains how Dow have helped Sanergy develop their middle management and how introductions to some of their distributors have opened new distribution channels and given them credibility and reputation by association. Ross acknowledges that the partnership is also beneficial to Dow in a number of ways including helping them have better local knowledge and understanding on the ground. Click on the interview audio above to hear their advice for others who are looking to engage in and benefit from skills partnerships, which includes finding adjacency in each other’s businesses and identifying what success looks like. Collaboration can be tricky. Yasmina Zaidman, Director of Strategic Partnerships at Acumen joined the interview for some final thoughts on how social enterprises and global corporations realize the potential of partnerships. These include: How different strengths and weaknesses make them complimentary. How they can help each other strengthen channels for sourcing and distribution and how through venture partnerships they can create, invest and build enterprises together. For more examples and analysis on collaboration between social enterprises and global corporations like Dow and Sanergy, download above the full report by Acumen and Business Fights Poverty.",2015-12-08 22:56:56,Podcasts,Audio,https://drive.google.com/file/d/1TNAdqmNiIPEAnLu8NCs1XAoGWdS4wvtv/view?usp=drive_link,✅,,,,,,,uploaded,uploaded,,,
26052,Breanna DiGiammarino,https://businessfightspoverty.org/brian-sullivan-2,"Yvette Torres-Rahman, Partnerships Director at Business Fights Poverty, interviews Breanna DiGiammarino Senior Director of Social Innovation at Indiegogo. Learn about Indiegogo&#8217;s story and why it was set-up. Hear about Breanna’s work and key campaigns such as the Kuli Kuli campaigns: first and second and the Blogger Humans of New York&#8217;s fundraiser: Let&#8217;s Help Fatima End Bonded Labor Breanna also shares some of her greatest challenges and how she has overcome them and talks about the resources available for setting up a Crowdfunding Campaign and how Enterprises can use Indigogo´s crowdfunding resources to accelerate innovation. Read about other innovative campaigns like Shock Top’s Shock the Drought on Indigogo´s blog page. Listen to the full interview by clicking on the play button on the image above.",2016-06-14 16:19:31,Podcasts,Audio,https://drive.google.com/file/d/1yEzD4JYeIfI-KUK16BiC0tQicJNxfxuS/view?usp=drive_link,✅,,,,,,,uploaded,uploaded,,,
26094,Peter Roberts,https://businessfightspoverty.org/peter-roberts,"Yvette Torres-Rahman, Partnerships Director at Business Fights Poverty, interviews Peter Roberts, Academic Director, Social Enterprise @ Goizueta at Emory University. Peter spearheads Goizueta’s Social Enterprise Initiative, which seeks to better understand how business principles and market-based solutions can be applied to address a range of important social issues. Much of his time is focused on analyzing trends in entrepreneurship and specifically how accelerator programs behave by gathering and interpreting data about them. He is part of the Global Accelerator Learning Initiative (GALI)—a first-time comprehensive market assessment and analysis of accelerators. Listen to the podcast to hear to what extent accelerators actually accelerate growth of early-stage ventures and learn about what types of programming offered by accelerators have the highest impact on entrepreneurial success. Accelerators are affected by some of the challenges small and growing business face, like attracting managerial talent. This and other challenges are detailed further in ANDE&#8217;s State of the Sector report which was launched yesterday.",2016-06-29 19:17:29,Podcasts,Audio,https://drive.google.com/file/d/15RZyB0aGGwOr3qk_jRj2IKZo3Rn1zvU9/view?usp=drive_link,✅,,,,,,,uploaded,uploaded,,,
27061,Andrew Palmer,https://businessfightspoverty.org/andrew-palmer,"This week Yvette Torres-Rahman, Partnerships Director at Business Fights Poverty, interviews Andrew Palmer, Stakeholder and Policy Manager, CDC, the UK&#8217;s Development Finance Institution. This interview sets the scene for a new Challenge being run by Business Fights Poverty on Investing for Impact, supported by CDC, Standard Chartered and Shell. The Challenge focuses on the question: How can we further unlock private investment to deliver the SDGs in challenging places? This Challenge will explore how to unlock the investment needed to deliver the SDGs in challenging places. It will explore key enablers, unpack success stories and present practical lessons. It will also serve to demonstrate the impact that investment can make and the role of the private sector in development more generally. The Challenge will look at the role of multiple players, from Development Finance Institutions and national governments, to international companies and the domestic private sector. The Challenge will bring together a range of stakeholders and perspectives from across the Business Fights Poverty community and beyond to explore how to scale both the total amount of investment in the places where it is needed most, as well as the developmental impact of this investment for the people who need it most. The Challenge will include an integrated programme of research, analysis and engagement, both face-to-face and online, over the next 6 months. Activities will include an online programme of content and engagement, including an online discussion and a survey. We will also hold workshop at Business Fights Poverty Oxford 2017 on 10 July. Do you have expertise or examples that you would like to share? Please get involved! To find out more and to join the Challenge, click here!",2017-06-20 10:05:03,Podcasts,Audio,https://drive.google.com/file/d/1gMq5aX1mW77p3QlQRk3uuTHvry4SNqKQ/view?usp=drive_link,✅,,,,,,,uploaded,uploaded,,,
400497,Julie Wallace,https://businessfightspoverty.org/julie-wallace,"This week Yvette Torres-Rahman, Partnerships Director at Business Fights Poverty, interviews Julie Wallace, Global Head, Community Engagement, Standard Chartered. This interview sets the scene for a new Challenge being run by Business Fights Poverty on Investing for Impact, supported by CDC, Standard Chartered and Shell. The Challenge focuses on the question: How can we further unlock private investment to deliver the SDGs in challenging places? This Challenge will explore how to unlock the investment needed to deliver the SDGs in challenging places. It will explore key enablers, unpack success stories and present practical lessons. It will also serve to demonstrate the impact that investment can make and the role of the private sector in development more generally. The Challenge will look at the role of multiple players, from Development Finance Institutions and national governments, to international companies and the domestic private sector. The Challenge will bring together a range of stakeholders and perspectives from across the Business Fights Poverty community and beyond to explore how to scale both the total amount of investment in the places where it is needed most, as well as the developmental impact of this investment for the people who need it most. The Challenge will include an integrated programme of research, analysis and engagement, both face-to-face and online, over the next 6 months. Activities will include an online programme of content and engagement, including an online discussion and a survey. Do you have expertise or examples that you would like to share? Please get involved! To find out more and to join the Challenge, click here!",2017-08-14 14:21:00,Podcasts,Audio,https://drive.google.com/file/d/1WjYn3ZJQwtldaj6Xuy29p8mP3J6cEOhK/view?usp=drive_link,✅,,,,,,,uploaded,uploaded,,,
400656,Tim Fort,https://businessfightspoverty.org/tim-fort,"This week Yvette Torres-Rahman, Partnerships Director at Business Fights Poverty, interviews Tim Fort, Eveleigh Professor of Business Ethics, Kelley School of Business, Indiana University. This interview sets the scene for a new Challenge being run by Business Fights Poverty and Indiana University on Business and Peace. The Challenge focuses on the question: What role can business play in pursuit of peace? The Challenge consists of a one-month online programme of written articles and online discussions. Content will be drawn from Indiana University’s new publication on the topic, as well as from members of the Business Fights Poverty network. The Challenge will focus on three themes Week of 10 October: Why business might contribute to peace. Alongside a series of articles, an online discussion will take place on Wednesday 12 October, 10am ET/3pm UK. Click here to join the discussion. Week of 17 October: Practical examples and lessons from business contributions to peace. Alongside a series of articles, an online discussion will take place on Wednesday 19 October, 10am ET/3pm UK. Click here to join the discussion. Week of 24 October: How one might empirically assess business actions and how such quantification might be valuable for businesses and society alike. Alongside a series of articles, an online discussion will take place on Wednesday 26 October, 10am ET/3pm UK. Click here to join the discussion. Please get involved! Over the coming weeks, we want to crowdsource innovation and insights from across and beyond the Business Fights Poverty community to help tackle this Challenge.",2016-10-30 12:52:40,Podcasts,Audio,https://drive.google.com/file/d/1sWBvb14KiBGBjNjCv4ysd8do9H1ZjioC/view?usp=drive_link,✅,,,,,,,uploaded,uploaded,,,
400678,Teodora Berkova,https://businessfightspoverty.org/teodora-berkova-2,"This week Yvette Torres-Rahman, Partnerships Director at Business Fights Poverty, interviews Teodora Berkova, Director of Social Innovation, Pearson. Teodora talks about our Social Innovation Challenge, supported by Pearson, Barclays and CEMEX. The Challenge focuses on the question: What know-how do employees need to drive corporate social innovation?? A growing number of companies seek to develop profitable new products, services and/or business models that also create social and/or environmental value. They believe these “social innovations” can help them reach new markets, respond to technological and political changes affecting their industries, and live up to their sustainable development commitments. To facilitate this, companies are building internal support structures including investment funds, incubators, “hackathons,” leadership development programmes, online platforms and communities of practice. A key priority is to ensure that employees have the know-how they need to take advantage of these offerings and bring their ideas to fruition. The Challenge is engaging employees from Barclays, Pearson and Cemex and members of the Business Fights Poverty community to understand what skills employees need most to transform their ideas into positive results for their companies and for society. This is informing the development of a series of skills-focused webinars and tip sheets that intrapreneurial employees – who are often engaging in social innovation on top of their day jobs – can use to come up to speed.",2017-10-11 11:38:09,Podcasts,Audio,https://drive.google.com/file/d/1cMSwEoutRg6gu7sjP77YC27w-iIYdCra/view?usp=drive_link,✅,,,,,,,uploaded,uploaded,,,
401741,"Emeritus Professor David Grayson, CBE",https://businessfightspoverty.org/podcast-interview-with-emeritus-professor-david-grayson-cbe,"This week Katie Hyson, Director of Thought Leadership at Business Fights Poverty interviews Emeritus Professor David Grayson, CBE, fresh back from his book launch and in anticipation of the Business Fights Poverty Oxford conference 2018, where he joins the expert panel exploring business purpose, values and collaboration. David’s experience delivering and advising on purposeful business includes being the founding CEO of the Prince&#8217;s Youth Business Trust, he has served as managing-director of Business in the Community, is former chairman of one of the UK&#8217;s larger social enterprises and largest eldercare providers, Housing &amp; Care 21. David is currently chairman of the national charity Carers UK championing the role of 6.5million Britons caring for a loved one. David received an OBE for services to industry in 1994 and a CBE for services to disability in 1999. During the interview David shares his thoughts on why business plays such a vital role in delivering societal impact, what has changed and why these are real business opportunities, quoting the late and great Peter Drucker, who in 1973 stated: “Every single social and global issue of our day, is a business opportunity in disguise.” David also explains how the 20 years of research generated from the Globescan Sustainability Leaders survey and numerous leader interviews has shaped the new book he has co-authored with Chris Coulter and Mark Lee: The Future of Business Leadership. David, during this interview summarises the key findings from the book, including his practical advice to business CEOs; explaining authentic business purpose, forward looking innovation, openness to partnering and willingness to stand up and be counted through advocacy are vital elements for the long term success of big business.",2018-07-16 11:15:43,Podcasts,Audio,https://drive.google.com/file/d/1j6j69ofwVrF3adKxZpDJobzP9FjCb4gd/view?usp=drive_link,✅,,,,,,,uploaded,uploaded,,,
401743,Daniella Foster,https://businessfightspoverty.org/podcast-interview-with-daniella-foster,"The tourism industry already accounts for 10.4% GDP and employs 313 million people; find out why Hilton is on a social and environmental mission to ensure its future. Katie Hyson, Director of Thought Leadership at Business Fights Poverty interviews Daniella Foster, Senior Director of Global Corporate Responsibility at Hilton Hotels and Resorts to find out more about their new sustainability strategy ‘Travel with Purpose,’ their 2030 goals and their mission to redefine travel and tourism. Listen to this podcast to find out more about the expected growth in travel and tourism – Daniella explains the importance of environment and social, why the business case for taking a leading role in addressing these issues is backed by the Board and how Hilton CEO Christopher Nassetta is inspiring action. Daniella, during this podcast also provides unique insight into the two giant customer surveys she undertook to form the business case. Asking over 72,000 Hilton customers on two separate occasions to understand their interest in social and environmental issues when travelling or staying in hotels. Daniella explains the finding that 33% actively seek societal information before booking – of those, 60% conduct research even if the information is not easily accessible, whilst 62% of all respondees would actively avoid a brand, even one they would normally use if there was negative societal reports about the brand. Daniella’s view: this is not about a siloed CSR function, but a fully integrated, cross business strategy. And finally, Daniella explains why the SDGs are so personal after taking listeners on her personal journey, giving practical advise on moving between NGO, the public sector and private. She is former: Head of Global Corporate Affairs &amp; Science Communications for Mars Symbioscience; Director of Public-Private Partnerships at the U.S. Department of State; Chief of Staff to the Secretary of State’s Senior Advisor, working on policy initiatives and partnerships designed to strengthen emerging democracies and civil society worldwide.",2018-07-16 11:12:22,Podcasts,Audio,https://drive.google.com/file/d/13OMSkWi9qAIkwsKuNS6NyRh2MHj8mqWB/view?usp=drive_link,✅,,,,,,,uploaded,uploaded,,,
401745,Henriette Kolb,https://businessfightspoverty.org/podcast-interview-with-henriette-kolb,"This week Katie Hyson, Director of Thought Leadership at Business Fights Poverty, interviews Henriette Kolb, Head of the Gender Secretariat at the International Finance Corporation (IFC), a member of the World Bank Group This interview gives a thorough insight into gender equality, why it is still an issue more than a century after the suffragette movement gained women the right to vote in the UK. Why gender equality is so important and how businesses in practical terms can take action. With insight from Henriette’s vast experience as former CEO of the Cherie Blair Foundation for Women, UN representative in the Middle East Quartet team advising Tony Blair in Jerusalem, member of the UN Special Coordinator for the Middle East Peace Process (UNSCO) and Governance advisor with the European Commission Delegation to Tanzania, Henriette takes listeners on a journey through the challenges of addressing gender inequality, before explaining why the IFC is focusing on balancing the roles of carers, creating access to finance for female entrepreneurs and understanding how women can get ahead in the sharing economy. Henriette’s understanding of why gender equality isn’t happening in both developing and developed regions provides practical advice on actions to take. We also get to find out what motivates and inspires Henriette as she leads gender equality for the IFC at the World Bank.",2018-07-16 11:19:28,Podcasts,Audio,https://drive.google.com/file/d/124F_Xcn52iFmLFejaezXLTYGLGEtnEAk/view?usp=drive_link,✅,,,,,,,uploaded,uploaded,,,
401746,Sizakele Marutlulle,https://businessfightspoverty.org/podcast-interview-with-sizakele-marutlulle-founder-and-ceo-of-communications-strategy-company-marutlulle-co,"This week Katie Hyson, Director of Thought Leadership at Business Fights Poverty interviews Sizakele Marutlulle, Founder and CEO of communications strategy company: Marutlulle +CO. Sizakele talks to us in anticipation of her keynote speaker role during the Business Fights Poverty flagship 2018 Oxford conference. Sizekele’s experience as a brand builder, strategist and purposeful business champion has seen her rise from being the first university graduate in her South African family to corporate leader. Her CV stretches from MD of HerdBuoys McCann-Erickson, via CEO of Grey Advertising in South Africa and Head of Marketing for the bank Absa Africa to now founding and leading her own strategy consultancy. This candid interview explores what being a black female leader means in to Sizekele. How purposeful business drives everything she does and why she has embarked on a PhD to explore society’s expectations of women to have children. Sizekele is passionate about the integrity with which business couple’s its purpose and societal impact. She shares some of this during this interview and will be sharing more during her keynote at our Oxford conference on 18th July. To hear more from Sizekele and others, you can get your ticket to the Business Fights Poverty Oxford conference by clicking here:",2018-07-16 11:23:09,Podcasts,Audio,https://drive.google.com/file/d/1IvKrlbcaBArZOrZYDvvODbdbibA8S7v0/view?usp=drive_link,✅,,,,,,,uploaded,uploaded,,,
401864,Sue Garrard,https://businessfightspoverty.org/sue-garrard,"What is next for Sue Garrard, Unilever’s outgoing Senior Vice President for Sustainable Business Development and Communications? Find out as Business Fights Poverty’s Katie Hyson, Director of Thought Leadership catches up with Sue Garrard, Unilever’s outgoing Senior Vice President for Sustainable Business Development and Communications to learn about her perspectives on: The speed of the sustainability agenda’s evolution and why the pace is making it hard to handle; What happens to brands that deeply understand and listen to their consumers; How senior leaders who don&#8217;t make social and environmental factors core to their business are missing out. Listen to the interview and you’ll also hear from Sue on her career journey, including moving from the public sector – she was previously the Director General, Customer Strategy, Marketing and Communications at the Department for Work and Pensions; and Non-executive Director of the Serious Organised Crime Agency &#8211; to the private sector. During our interview Sue also explores the development and convergence of PR, employee engagement and societal impact within business; before sharing her career advice, providing insight into what motivates and inspires her.",2018-08-28 09:18:30,Podcasts,Audio,https://drive.google.com/file/d/1DBifR3lRBq0yeN5gDaoonqTHWu1rBkkD/view?usp=drive_link,✅,,,,,,,uploaded,uploaded,,,
401974,Andrew Howard,https://businessfightspoverty.org/andrew-howard,"Andrew began his career as a mining analyst; before moving to the NGO sector, leading Global Witness’s finance campaign; after a brief stint with McKinsey as a management consultant, Andrew moved to lead Goldman Sachs’ GS SUSTAIN strategy – which sought to incorporate environmental, social and governance (ESG) factors into the company’s long term investment plans, before moving, via his own start up, to Schroders. During the interview Andrew deftly takes listeners on a journey of what ESG investing is, why folks across the financial system are increasingly taking it seriously and updates us on the latest in financial trends. Andrew provides insights into why financiers care about transparency, and how ESG data provides critical information into businesses’ long-term performance and strategy, before sharing the challenges of measuring societal impact. Andrew’s views on emerging social challenges, such as video game addiction highlights the challenges of creating robust societal measurements; the impacts of policy and legislation changes and how these can influence company share prices. We hope you enjoy the podcast.",2018-10-18 20:10:19,Podcasts,Audio,https://drive.google.com/file/d/1YomzjrHo7Vekk6_gCvTFI_qLGpKUsaR3/view?usp=drive_link,✅,,,,,,,uploaded,uploaded,,,
402084,Careen Abb,https://businessfightspoverty.org/careen-abb,"During this podcast, Careen explains why addressing the Sustainable Development Goals (SDGs) and their large financing gap, requires an impact analysis implementation framework to be applied up front. Careen highlights how a holistic approach to impact analysis, i.e. understanding both positive and negative effects, across the three pillars of sustainable development (social, environmental and economic), could not only help us to collectively develop new solutions to achieve the SDGs, but also reduce the costs involved in their delivery. With many organisations already mapping back their societal impacts to the SDGs during reporting season, Careen and her team are now creating useful tools to conduct impact analysis that can be applied ahead of programme or proposition delivery. Developed via the UN Environmental Programme’s Finance Initiative (UNEP FI) – the Positive Impact Initiative already has signatories that include financial organisations such as: ABN-AMRO, Aviva, BNP Paribas, ING Bank, Hermes Investment Management, Societe Generale, Triodos Bank and many others. Now Careen is on a mission to engage organisations from other sectors. As she says: ‘Only by working collaboratively will the Global Goals be achieved.’ At a time when many are calling for consolidation across the impact management space, with The Impact Management Project and The Corporate Reporting Dialogue amongst others exploring the topic – Positive Impact could also be an ideal way to deliver this consolidation and provide consistency – for businesses, financiers, investors and impact specialists. If your organisation is interested to know more about how the analysis and measurement of its positive and negative societal impacts could help deliver business and social value, then we would love to hear from you. Simply contact me directly on Ka***@bu*******************.org More can be found on the Positive Impact Initiative here. In addition look out for Rethinking Impact to Finance the SDGs, a new positioning paper and call to action launching at the UNEP FI Global Roundtable in Paris on 26-28 November 2018, where Careen and her team will also be launching a set of tools for holistic impact analysis including a model framework for various financial instrument and asset classes, and the accompanying Radar tool.",2018-11-27 11:01:58,Podcasts,Audio,https://drive.google.com/file/d/1XWsrwl5lyXepX8l3Ht8vp7pw6xYhwoAE/view?usp=drive_link,✅,,,,,,,uploaded,uploaded,,,
402189,Yvette Torres-Rahman,https://businessfightspoverty.org/yvette-torres-rahman,"What does it take to leave the security of full-time employment with a big business to setting up your own social business? This week Katie Hyson, Director of Thought Leadership interviews our very own Business Fights Poverty co-founder Yvette Torres-Rahman and explores this very topic. Born in Ibiza, Yvette met Business Fights Poverty co-founder and life partner Zahid whilst at University in Bath, UK. After eight years with multi-national pharmaceutical, GSK, as a Brand Marketeer she and Zahid took the bold life decision to set up one of the UK’s founding B’Corps – Business Fights Poverty. Business Fights Poverty will be celebrating its 14th year in 2019, and during our interview Yvette explains why the network was set up to help support people in business who are trying to make more positive social impact and that she is convinced that the tipping point is in reach – so long as we just ask for help. During our interview Yvette shares her top trends: Purpose, Social enterprise, and intrapreneurism, whilst elaborating on the benefits of the B’Corp movement as she and Zahid push the boundaries of creating an impact business, balancing home-life and maintaining great relationships whilst being based in Ibiza. You can find more Spotlight podcast interviews and subscribe in the iTunes store.",2018-12-06 21:00:10,Podcasts,Audio,https://drive.google.com/file/d/16B-M4fNFgqG89EwbipGhtKGkJ1SP7NKQ/view?usp=drive_link,✅,,,,,,,uploaded,uploaded,,,
402190,Zahid Torres-Rahman,https://businessfightspoverty.org/zahid-torres-rahman,"This spotlight interview gets close up and personal with Business Fights Poverty’s co-founder Zahid Torres-Rahman. During the podcast, Zahid explains how his time working abroad and as a specialist adviser and civil servant for the UK Government drove him to set up his first social business in 2005. This candid interview reveals what motivates and inspires Zahid, as he takes us on a journey through his own childhood as a migrant to the UK and his feelings of disconnection – which have driven him ever since to foster connections with and between others. Before he explains why, with his unique insight into businesses social agendas, he is optimistic about businesses standing up to advocate on social issues, why business-NGO partnerships are reaching new heights and how intrapreneurs are changing the world. Listen to find out more. You can find more Spotlight podcast interviews and subscribe in the iTunes store.",2018-12-13 20:56:40,Podcasts,Audio,https://drive.google.com/file/d/1quc0Kw9b7G64w4gS25reDhPKiOxiyVJ0/view?usp=drive_link,✅,,,,,,,uploaded,uploaded,,,
402219,Amanda Gardiner,https://businessfightspoverty.org/amanda-gardiner-3,"During this personal and insightful podcast we get an insider’s perspective on the opportunities Amanda is seeing for Pearson and other businesses to integrate sustainability into core business. Amanda shares details as to why she is excited about growing investor interest in social and environmental issues, but frustrated by the legacy of philanthropic donations. During our conversation Amanda gives her personal advise on balancing a core drive to make a lasting societal difference &#8211; with being a wife and mum. And her advice at the end of our conversation on how to get going in your career is invaluable: “don&#8217;t always listen to all the advice you are given; take risks; and get stuck into the business.” Amanda leads the global team at Pearson responsible for integrating social, economic, and environmental issues into business strategy and operations, with a key focus on innovating and delivering value to underserved communities. Prior to this Amanda was Pearson’s Director of Global Advocacy &amp; Partnerships &#8211; working closely with organisations such as the UN and the World Economic Forum. She has been on the Board of the Global Partnership for Education, a programme specialist for the United Nations’ Development Program’s Business Call to Action and a consultant for UNESCO – the United Nations Educational, Scientific, &amp; Cultural Organization.",2019-01-14 22:29:29,Podcasts,Audio,https://drive.google.com/file/d/1DuPQfBHa080IVZV2nRfPOZomrEJ0B3yg/view?usp=drive_link,✅,,,,,,,uploaded,uploaded,,,
402305,Anna Johnson,https://businessfightspoverty.org/anna-johnson,"During this podcast – Katie Hyson, Director of Thought Leadership, talks with Anna Johnson – Business Fights Poverty’s new editor in chief. Anna, who has just turned thirty, gives her perspective on why collaboration is essential to addressing big social and environmental issues; her surprise by how much positive impact big business can deliver; and how younger people entering the workforce are looking for more engagement on business purpose, opportunities to innovate and permission to fail. Anna joined Business Fights Poverty in the summer of 2018, after ten years in the events management industry and an Environment and Resource Management MSc in Amsterdam. Listen to this podcast to hear Anna’s advice on getting into the sustainability space and how you too can share your impact stories, ideas and challenges through the Business Fights Poverty network.",2019-01-30 20:17:41,Podcasts,Audio,https://drive.google.com/file/d/1zg8PCreaI0QU-CZBm6muh2-6NVJweRz-/view?usp=drive_link,✅,,,,,,,uploaded,uploaded,,,
402478,Paul Polak,https://businessfightspoverty.org/paul-polak-2,"Paul is perhaps the godfather of social enterprise in emerging markets. He has dedicated the past 35 years of his life as well as his money and considerable entrepreneurial talents on find lasting scalable solutions for those living on less than $2 a day. Non-profits and businesses launched under Paul’s guidance have helped an estimated 2.2 million people. His attention to detail, focus on scale and time spent with those he is trying to serve have arguably enabled this huge impact. During this candid interview, Paul shares with us, how his insight and approach has changed in those past 35 years, why a simple donkey cart launched a lifelong passion and how in his 80s he is more excited than ever to be seeking out business solutions to climate change for those in emerging markets. Paul’s advice to those within business is invaluable, finding solutions to big problems is an opportunity, not a philanthropic gift. Listen in to find out more.",2019-03-11 12:46:59,Podcasts,Audio,https://drive.google.com/file/d/1vIBbOoEgiI27Umz9JG21JWOD23n7GOOm/view?usp=drive_link,✅,,,,,,,uploaded,uploaded,,,
402521,Shabnam Hameed,https://businessfightspoverty.org/shabnam-hameed,"Located in Sydney, Shabnam’s journey to this difficult subject took her from artist and filmmaker to union worker and community organiser. Ten years ago, her work began to become more and more focused on gender issues. Today she is supporting the International Finance Corporation (the IFC), which is part of the World Bank Group. Their aim: the effective development and delivery of resources for the private sector on gender-based violence. During this interview you will hear Shabnam’s first-hand experience, explaining why the business case for organisations to take gender-based violence seriously is strong; what the impacts can be; and how companies can take action. This is set in a background of increasing expectations from donor organisations and the ILO gender harassment convention which is due to be debated and possibly come into force –resulting in businesses being required to take action. This spotlight interview forms part of the wider Business Fights Poverty Challenge: What role can business play in tackling gender-based violence? In partnership with the IFC, Care and Anglo American. To find out more and get involved, sign up to the Challenge here; fill in our short survey here; and login to our online written discussion here to share your own thoughts and insights.",2019-04-01 11:15:06,Podcasts,Audio,https://drive.google.com/file/d/1d-lEM9WL8_pusJMApFim5C6_RVYBgiF4/view?usp=sharing,✅,,,,,,,uploaded,uploaded,,,
402523,Neil Gaught,https://businessfightspoverty.org/neil-gaught,"During our Spotlight interview, Neil explains why he was driven to write: ‘CORE, How a single organising idea can change business for good’ and the difficulties businesses find in focusing around a purpose authentically. Realising the business need for practical applications Neil then explains why he developed Single Organising Idea (SOI®) as a management tool to generate embed business purpose. Hear from Neil, warts-and-all as he explores why slow progress is being made on the Sustainable Development Goals; the positive rays of light such as the student actions on climate change; and how staying curious can drive a career. This Spotlight podcast is a continuation of the conversation Business Fights Poverty is having around how to embed purpose authentically into business. To find out more, and sign up to the Challenge, click here. Neil Gaught is former design agency founder; creative director for WPP; and RSA Fellow.",2019-04-01 10:19:08,Podcasts,Audio,https://drive.google.com/file/d/1As032dvCRKWzRPnC8XAEpz9DrLpyvOsv/view?usp=sharing,✅,,,,,,,uploaded,uploaded,,,
402602,Henning Ringholz,https://businessfightspoverty.org/henning-ringholz,"Meet Henning Ringholz, Senior Executive for the Small Foundation and the focus of this week’s Business Fights Poverty Spotlight podcast. Henning and the Small Foundation are on a mission to help end extreme poverty in sub-Saharan Africa by supporting initiatives that improve the business ecosystems that proliferate income opportunities. As part of this, Henning is one of the Core Group leading the Business Fights Poverty Challenge: ‘What can large business do to strengthen small business ecosystems in frontier markets?’ Henning’s experience in small businesses is personal – having set up and run his own companies and strategically advised others. Whilst his insight into the development space spans 15 years, including time at Cambridge, Harvard and MIT exploring innovative approaches to combat poverty through market-based means. During this podcast conversation, Henning shares his insights about why: thinking on corporate-enterprise partnerships need to move beyond linear value chain formulas to an ecosystem approach; the requirement of complex understanding and simple actions in order to create lasting social change; before exploring how the role of donor organisations is evolving. Henning share’s his hope that the Challenge will lead to real understanding of how large business and small businesses can work together for mutual benefit in frontier markets. Henning’s closing words provide wise advice for those looking to make real societal changes. He explains that the ways we might make lasting change are different depending on which sector or background we come from. Before concluding that engaging deeply is a key to success: “Try to understand the world from others’ perspectives. Take time to know people on a personal level.” For more information and to sign up to follow the Business Fights Poverty Challenge: ‘What can large business do to strengthen small business ecosystems in frontier markets?’ please follow the link.",2019-04-30 11:52:36,Podcasts,Audio,https://drive.google.com/file/d/1s6DospvUOrYHaYNHjbs6PhZxFlyxRX1Q/view?usp=drive_link,✅,,,,,,,uploaded,uploaded,,,
402676,Helen McEachern,https://businessfightspoverty.org/helen-mceachern,"With experience rooted in campaigning and fundraising in the development space, Helen’s career spans over 30 years working with NGOs including Greenpeace and ActionAid UK. During this podcast conversation, Helen highlights trends such as the role of technology as an enabler, the democratization of information and the digital divide, how men can also help to empower women, and the rise of populism and how it impacts on women’s rights. Helen shares her views on how and why the private sector is vital in terms of advancing women’s economic empowerment, developing talent and putting measures in place to enhance representation, especially in global supply chains. She also raises the importance of the business voice in government and advocating for state supported childcare, not only to empower women but also to create new market opportunities. As the interview draws to a close, Helen encourages those early in their careers to be open and willing to learn, and to try things that aren’t necessarily part of the ‘grand-plan’.",2019-05-22 19:31:22,Podcasts,Audio,https://drive.google.com/file/d/1s8RcZVi6eDmak0wZJNoiubD5VYxQWe_P/view?usp=drive_link,✅,,,,,,,uploaded,uploaded,,,
