ID,Title,URL,Content,Date,Type,Exclude,Vimeo URL,VIDEO URL,Embedded,Vimeo MP4 Link,Google Drive Link,Comments,,,Firebase Upload,Firebase Storage Upload,,Firebase Meta Data Upload,Firebase Storage Upload
401010,Business Fights Poverty NYC 2017: Welcome,https://businessfightspoverty.org/business-fights-poverty-nyc-2017-welcome,"Plenary Session of Business Fights Poverty NYC 2017. Hosted by Barclays, 18 September. Zahid Torres-Rahman, Founder and CEO, Business Fights Poverty Moderator: Graham Baxter, Business Fights Poverty Video by Be Inspired Films.",2017-09-18 13:40:14,Videos,,https://vimeo.com/252758765,https://drive.google.com/file/d/18-fslvofrEX7p5bZZ7sZ74AZuHLRsjl5/view?usp=sharing,✅,https://player.vimeo.com/progressive_redirect/download/252758765/container/e5656f90-ad52-474d-8560-4548208dd47d/33c0e2c1/business_fights_poverty_nyc_2017:_welcome%20%28360p%29.mp4?expires=1749816682&loc=external&signature=13dc905bd36a1eed2f05f38a7fee06816dee4e03735c3ac92f818eb2c5387528&user_id=2785798,https://drive.google.com/file/d/18-fslvofrEX7p5bZZ7sZ74AZuHLRsjl5/view?usp=sharing,,,,uploaded,uploaded,,,
401012,Business Fights Poverty Oxford 2017: Leadership Perspectives,https://businessfightspoverty.org/business-fights-poverty-oxford-2017-leadership-perspectives,"Plenary Session of Business Fights Poverty Oxford 2017 (Said Business School, 10 July 2017) Speakers: Mark Cutifani, CEO, Anglo American Phil Thomson, President, Global Affairs, GSK Henriette Kolb, Head, Gender Secretariat, International Finance Corporation Mark Goldring, CEO, Oxfam GB Moderator: Jane Nelson, Director, Corporate Responsibility Initiative, Harvard Kennedy School Video by Be Inspired Films.",2017-07-10 13:40:40,Videos,,https://vimeo.com/227314134,https://player.vimeo.com/progressive_redirect/download/227314134/container/8fe56d2a-ec90-4d25-bc90-2117b58a638d/8a02d17f/leadership_perspectives:_the_role_of_business_in_driving_a_progressive_world%20%28360p%29.mp4?expires=1745973638&loc=external&signature=7bd8e2f53aebc91f34cc56d52efe1fc858d7e1acd9e67d8444683108a80a8c6c&user_id=2785798,✅,https://player.vimeo.com/progressive_redirect/download/227314134/rendition/360p/leadership_perspectives:_the_role_of_business_in_driving_a_progressive_world%20%28360p%29.mp4?loc=external&signature=12103257079edf4b2a0b43e3470bc214941ad420d713ffeeb12981c920c688c5&user_id=2785798,https://drive.google.com/file/d/1x6e0R7vqqmn9xyDABm9WUyxSjdVnwhRt/view?usp=sharing,,,,uploaded,uploaded,,,
401013,Business Fights Poverty Oxford 2017: Research Perspectives,https://businessfightspoverty.org/business-fights-poverty-oxford-2017-research-perspectives,"Plenary Session of Business Fights Poverty Oxford 2017 (Said Business School, 10 July 2017) Speakers: Jane Nelson, Director, Corporate, Responsibility Initiative, Harvard Kennedy School Kate Raworth, Senior Visiting Research Associate at Environmental Change Institute, University of Oxford Moderator: Maggie De Pree, Global Director, League of Intrapreneurs Video by Be Inspired Films.",2017-07-10 13:41:10,Videos,,https://vimeo.com/228254327,https://player.vimeo.com/progressive_redirect/download/228254327/container/6de2d192-97c2-4fc1-97fd-230f52df6e60/a08cb579/rethinking_collaboration:_research_perspectives%20%28360p%29.mp4?expires=1745973720&loc=external&signature=40026cf3225b11ee39eed5aa20f709d7c73b328f5f60a6d1f1ca9c45803aeee1&user_id=2785798,✅,https://player.vimeo.com/progressive_redirect/download/228254327/rendition/360p/rethinking_collaboration:_research_perspectives%20%28360p%29.mp4?loc=external&signature=a1c9d66e0a95ae2d4935821090f428ad92ec68e04ee92df4e87a625d9c253f50&user_id=2785798,https://drive.google.com/file/d/1liiNINJnrxXiN-U4xtZ_pPBKwk2KLiNk/view?usp=sharing,,,,uploaded,uploaded,,,
401014,Business Fights Poverty Oxford 2017: Collaboration in Action,https://businessfightspoverty.org/business-fights-poverty-oxford-2017-collaboration-in-action,"Plenary Session of Business Fights Poverty Oxford 2017 (Said Business School, 10 July 2017) Panellists: Kate Wylie, Global Sustainability Director, Mars Inc David Croft, Global Sustainable Development Director, Diageo Alex Lankester, Head of Corporate Partnerships, Oxfam GB Laura Kelly, Head, Business Engagement Hub, UK Department for International Development Moderator: Rachael Clay, Director, Ethicore",2017-07-10 13:41:39,Videos,,https://vimeo.com/227299535,https://player.vimeo.com/progressive_redirect/download/227299535/container/9020512e-7db3-4556-b789-4cba14f93074/83f50168/collaboration_in_action%20%28360p%29.mp4?expires=1745973853&loc=external&signature=4e2c531201efcf6f7b062528fc896c11ead3a7de358460dc4cb748087fe50cc4&user_id=2785798,✅,https://player.vimeo.com/progressive_redirect/download/227299535/container/9020512e-7db3-4556-b789-4cba14f93074/83f50168/collaboration_in_action%20%28360p%29.mp4?expires=1749816710&loc=external&signature=459b289f026113811439c5061eb5badce67b44fb2515a956503d11555ed74317&user_id=2785798,https://drive.google.com/file/d/1o1wS_MZZqpRzukWgzc6XqHUMiObTXiFc/view?usp=sharing,,,,uploaded,uploaded,,,
401015,Business Fights Poverty Oxford 2017: Business Perspectives,https://businessfightspoverty.org/business-fights-poverty-oxford-2017-business-perspectives,"Plenary Session of Business Fights Poverty Oxford 2017 (Said Business School, 10 July 2017) Speakers: Barry Parkin, Chief Sustainability and Health &amp; Wellbeing Officer, Mars Inc Vasuki Shastry, Global Head, Public Affairs &amp; Sustainability, Standard Chartered Moderator: John Hoffmire, Center on Business and Poverty, University of Wisconsin Madison Video by Be Inspired Films.",2017-07-10 13:42:11,Videos,,https://vimeo.com/227284386,https://player.vimeo.com/progressive_redirect/download/227284386/container/4f1634dd-bb98-48b7-bdea-76884e569e3c/c3294e9d/rethinking_collaboration:_business_perspectives%20%28360p%29.mp4?expires=1745974009&loc=external&signature=238ac24530e9e13cb6c73b58449ca3710be292981ce12ace00ca88743ca2fd10&user_id=2785798,✅,https://player.vimeo.com/progressive_redirect/download/227284386/rendition/360p/rethinking_collaboration:_business_perspectives%20%28360p%29.mp4?loc=external&signature=7b14ed491c60d4448c0bb818f3d612b8d3ecddb8f3c5e3faba49fddb6c49640e&user_id=2785798,https://drive.google.com/file/d/1sAul5IcEsxkec0Gob7UzeVgPhvYZDU4m/view?usp=sharing,,,,uploaded,uploaded,,,
401016,Business Fights Poverty Oxford 2017: Welcome and Opening,https://businessfightspoverty.org/business-fights-poverty-oxford-2017-welcome-and-opening,"Musical performance by Lex Empress and Gilian Baracs. Speech by Zahid Torres-Rahman, Founder and Director, Business Fights Poverty Video by Be Inspired Films.",2017-07-10 13:42:48,Videos,,https://vimeo.com/225630974,https://player.vimeo.com/progressive_redirect/download/225630974/container/3f7f8f1c-c2cf-47f5-82bf-657995916a46/f67d76f6/business_fights_poverty_oxford_2017_-_welcome_and_opening%20%28360p%29.mp4?expires=1745974046&loc=external&signature=74e99a7f9c7d74edccab175876fb6bc09514168bc4dc4d941c180183e90f255d&user_id=2785798,✅,https://player.vimeo.com/progressive_redirect/download/225630974/rendition/360p/business_fights_poverty_oxford_2017_-_welcome_and_opening%20%28360p%29.mp4?loc=external&signature=ddb516d04fc1667837f70dcf5b5d52e783781ce8832a795f8dc454dc2f21f001&user_id=2785798,https://drive.google.com/file/d/1LoNvwhAwlBcKasokkO4Y1zjxAz3H6uML/view?usp=sharing,,,,uploaded,uploaded,,,
401396,The Context for Corporate Social Innovation,https://businessfightspoverty.org/the-context-for-corporate-social-innovation,"Watch our Skoll World Forum Ecosystem Event in Oxford on Corporate Social Innovation, with Gib Bulloch, Intrapreneur in Residence, Business Fights Poverty and Steward, League of Intrapreneurs, and Andrew Kassoy, Co-founder, B lab. Filmed by Be Inspired Films.",2018-04-26 08:32:14,Videos,,https://vimeo.com/266637187,https://player.vimeo.com/progressive_redirect/download/266637187/container/bd2d2380-6948-4728-b468-7d2affa46055/eef1192a/the_context_for_corporate_social_innovation%20%28360p%29.mp4?expires=1745974076&loc=external&signature=df01c3ba040ce34197c9a958967340f8c1c89fb100111e7874e35fd25e4ed707&user_id=2785798,✅,https://player.vimeo.com/progressive_redirect/download/266637187/container/bd2d2380-6948-4728-b468-7d2affa46055/eef1192a/the_context_for_corporate_social_innovation%20%28360p%29.mp4?expires=1749816884&loc=external&signature=d31775443189ed3aca7ee595bcb6243a5cce014b372fe0f95517d34c60444b25&user_id=2785798,https://drive.google.com/file/d/1OoMM4lJOaUlrr0gdTS-R2Kfgy4dFJfij/view?usp=sharing,,,,uploaded,uploaded,,,
401487,Corporate Social Innovation in Practice,https://businessfightspoverty.org/corporate-social-innovation-in-practice,"Pearson, Barclays and Johnson &amp; Johnson share practical examples and insights.",2018-05-14 00:16:32,Videos,,https://vimeo.com/266638804,https://player.vimeo.com/progressive_redirect/download/266638804/container/bdecd701-193b-46ba-ad08-ee55c9ac7ad4/206dcd91/corporate_social_innovation_in_practice%20%28360p%29.mp4?expires=1745974093&loc=external&signature=b0243ab4f0141bb885c405c2768738de3ea42d87dfc47009b3b16f20b7384d10&user_id=2785798,✅,https://player.vimeo.com/progressive_redirect/download/266638804/container/bdecd701-193b-46ba-ad08-ee55c9ac7ad4/206dcd91/corporate_social_innovation_in_practice%20%28360p%29.mp4?expires=1749816927&loc=external&signature=7f27ab9dfee76f607c730782c9ead7670efaa82e640e3a2aac516f39dece3605&user_id=2785798,https://drive.google.com/file/d/1bU6OExIvuapffFreOjcHJLuIB6MQiAyZ/view?usp=sharing,,,,uploaded,uploaded,,,
401488,Corporate Social Innovation: Conversation,https://businessfightspoverty.org/corporate-social-innovation-conversation,Audience discussion at our Skoll World Forum 2018 Ecosystem Event.,2018-05-14 00:18:30,Videos,,https://vimeo.com/266639262,https://player.vimeo.com/progressive_redirect/download/266639262/container/b65768a9-339b-418c-a140-c1735e7b0cd5/2e7301b9/corporate_social_innovation:_audience_discussion%20%28360p%29.mp4?expires=1745974106&loc=external&signature=a524bd9dbdb39cfe5fcb51a62e2530fbc8121e90a0cfa8cafd8f9f3e1f071006&user_id=2785798,✅,https://player.vimeo.com/progressive_redirect/download/266639262/container/b65768a9-339b-418c-a140-c1735e7b0cd5/2e7301b9/corporate_social_innovation:_audience_discussion%20%28360p%29.mp4?expires=1749816996&loc=external&signature=c29596524605964f1ca72bc17c314090913b5c98f0af754c7a368f826d14fcee&user_id=2785798,https://drive.google.com/file/d/17dlL5YJFhN80BBU6o0BzsHgoxjj9rM9R/view?usp=sharing,,,,uploaded,uploaded,,,
401805,Business Fights Poverty Oxford 2018: Antonio Zappulla,https://businessfightspoverty.org/business-fights-poverty-oxford-2018-antonio-zappulla,"Closing Keynote speech with Antonio Zappulla, COO Thomson Reuters Foundation",2018-08-03 13:30:29,Videos,,https://vimeo.com/282930656,https://drive.google.com/file/d/1u-8r8GkYYMSkUmhe6ouPF_NGoHakyea8/view?usp=sharing,✅,https://player.vimeo.com/progressive_redirect/download/282930656/rendition/360p/business_fights_poverty_oxford_2018:_keynote_by_antonio_zappulla%20%28360p%29.mp4?loc=external&signature=f90bc61bdd0209d7f0223b4ec3b7fb5d6685ecb30f60a420bb8e802440cd93cf&user_id=2785798,https://drive.google.com/file/d/1u-8r8GkYYMSkUmhe6ouPF_NGoHakyea8/view?usp=sharing,,,,uploaded,uploaded,,,
401808,Business Fights Poverty Oxford 2018: Sizakele Marutlulle,https://businessfightspoverty.org/business-fights-poverty-oxford-2018-sizakele-marutlulle,"Closing Keynote speech by Sizakele Marutlulle, CEO and Founder Marutlulle + Co on Business Purpose and Collaboration",2018-08-03 13:00:05,Videos,,https://vimeo.com/282928805,https://drive.google.com/file/d/1Sm-_OlAfBuJV7Q1V5DpwEDRePvNvwmII/view?usp=sharing,✅,https://player.vimeo.com/progressive_redirect/download/282928805/rendition/360p/business_fights_poverty_oxford_2018:_keynote_by_sizakele_marutlulle%20%28360p%29.mp4?loc=external&signature=616610a3223e55040170466103b3294df23e319098880d2a87f51727db07d00f&user_id=2785798,https://drive.google.com/file/d/1Sm-_OlAfBuJV7Q1V5DpwEDRePvNvwmII/view?usp=sharing,,,,uploaded,uploaded,,,
401816,Business Fights Poverty Oxford 2018: Holly Branson,https://businessfightspoverty.org/business-fights-poverty-oxford-2018-holly-branson,"Opening Keynote speech by Holly Branson, Chair Virgin Unite and Author &#8220;WEconomy&#8221;",2018-08-03 15:30:55,Videos,,https://vimeo.com/282922588,https://drive.google.com/file/d/1jELk1tApW_RixHFeQeTNwM3W8BrOpH2w/view?usp=sharing,✅,https://player.vimeo.com/progressive_redirect/download/282922588/rendition/360p/business_fights_poverty_oxford_2018:_keynote_by_holly_branson%20%28360p%29.mp4?loc=external&signature=91cdce967088e7b0f98e498ccab81420fde5c0e29d83b82017187f9c442128c0&user_id=2785798,https://drive.google.com/file/d/1jELk1tApW_RixHFeQeTNwM3W8BrOpH2w/view?usp=sharing,,,,uploaded,uploaded,,,
401821,Business Fights Poverty Oxford 2018: Plenary Panel,https://businessfightspoverty.org/business-fights-poverty-2018-plenary-panel,"Plenary Panel on Business Purpose and Collaboration Panellists: Gib Bulloch, Author, “The Intrapreneur” David Grayson, Professor Emeritus, Cranfield School of Management, and author “All In: Why Sustainability is the Future of Business” Anita Hoffmann, Executive Coach, and Author “Purpose and Impact” Harriet Lamb, CEO, International Alert Moderator: Katie Hyson, Director, Thought Leadership, Business Fights Poverty",2018-08-03 14:00:27,Videos,,https://vimeo.com/282923382,https://player.vimeo.com/progressive_redirect/download/282923382/container/8b6f0431-41ac-4064-a202-d9245c1d26a9/576509b1/business_fights_poverty_oxford_2018:_plenary_panel_-_business_purpose_and_collaboration%20%28360p%29.mp4?expires=1745974126&loc=external&signature=c88fdd55c71cf8dea065a09b1ff09bbfa5983076057884b96a06dbfc888ce4c4&user_id=2785798,✅,https://player.vimeo.com/progressive_redirect/download/282923382/rendition/360p/business_fights_poverty_oxford_2018:_plenary_panel_-_business_purpose_and_collaboration%20%28360p%29.mp4?loc=external&signature=d339eddbebb068ad6ac86d0c9b3d43a51fe6be50e448eede9899692754ca92d7&user_id=2785798,https://drive.google.com/file/d/1n7HWsdYbgXxS-gIjfpNGI7droHjnpBAN/view?usp=sharing,,,,uploaded,uploaded,,,
401825,Business Fights Poverty Oxford 2018: Opening and Welcome,https://businessfightspoverty.org/business-fights-poverty-oxford-2018-opening-and-welcome,"Opening Performance by Caroline Modiba, Soprano, and Welcome by Zahid Torres-Rahman, Founder and CEO, Business Fights Poverty",2018-08-03 19:44:34,Videos,,https://vimeo.com/282888774,https://drive.google.com/file/d/1JC2_hrFlfIHfxs5YUx-_PJtNbIbQ3B51/view?usp=sharing,✅,https://player.vimeo.com/progressive_redirect/download/282888774/rendition/360p/business_fights_poverty_oxford_2018:_opening_performance_by_caroline_modiba_and_welcome_by_zahid_torres-rahman%20%28360p%29.mp4?loc=external&signature=2504bf6401952a4bc7ddf07cd0e592f3f89a6f16004f4db27339ec8f835e2e80&user_id=2785798,https://drive.google.com/file/d/1JC2_hrFlfIHfxs5YUx-_PJtNbIbQ3B51/view?usp=sharing,,,,uploaded,uploaded,,,
402017,Business Fights Poverty NYC 2018: Opening and Welcome,https://businessfightspoverty.org/business-fights-poverty-nyc-2018-opening-and-welcome,"Opening performance by Broadway for All, and Welcome by Zahid Torres-Rahman, Founder and CEO, Business Fights Poverty",2018-10-29 23:17:54,Videos,,https://vimeo.com/297607253,https://drive.google.com/file/d/1NkJ6gM_tdZ1xdX4t_9BYDF2YhCxzYdn-/view?usp=sharing,✅,https://player.vimeo.com/progressive_redirect/download/297607253/rendition/360p/business_fights_poverty_nyc_2018:_opening_and_welcome%20%28360p%29.mp4?loc=external&signature=eba2d115e1f1563fcf234484d5d5859b0d5d8002b578864ee4cca59cdd7c0e66&user_id=2785798,https://drive.google.com/file/d/1NkJ6gM_tdZ1xdX4t_9BYDF2YhCxzYdn-/view?usp=sharing,,,,uploaded,uploaded,,,
402019,Business Fights Poverty NYC 2018: Plenary Panel,https://businessfightspoverty.org/business-fights-poverty-nyc-2018-panel-discussion,Panel on Rethinking Collaboration for the SDGs.,2018-10-29 22:21:51,Videos,,https://vimeo.com/297593944,https://player.vimeo.com/progressive_redirect/download/297593944/container/8b7b015d-ee29-4b49-a52d-881adf1d29d5/fbb34a3e/business_fights_poverty_nyc_2018:_panel%20%28360p%29.mp4?expires=1745974152&loc=external&signature=a2b4e0ec7634b33dc00b43292a254c1e8c8282c879ea71ffc1b98fdb50ed0ac1&user_id=2785798,✅,https://player.vimeo.com/progressive_redirect/download/297593944/rendition/360p/business_fights_poverty_nyc_2018:_panel%20%28360p%29.mp4?loc=external&signature=4ae5941313e60879797d2a34baa2f7a057c968ea3718c2fdcac96fe6e7d2163a&user_id=2785798,https://drive.google.com/file/d/1aMM4Ur5OgXizYpv0W_LXkBcoe2PchoLj/view?usp=sharing,,,,uploaded,uploaded,,,
402021,Business Fights Poverty NYC 2018: Keynote Discussion,https://businessfightspoverty.org/business-fights-poverty-nyc-2018-keynote-discussion,"Panel discussion with Barclays and GSK, moderated by Jane Nelson, Harvard Kennedy School Corporate Responsibility Initiative.",2018-10-29 22:25:06,Videos,,https://vimeo.com/297592414,https://drive.google.com/file/d/1xbFjzwS8GYswQs2s41SWJ3ibkdSdIE5X/view?usp=sharing,✅,https://player.vimeo.com/progressive_redirect/download/297592414/rendition/360p/business_fights_poverty_nyc_2018:_keynote_discussion%20%28360p%29.mp4?loc=external&signature=5d950b431ac449ee353bf7ca41690c2cd373280289669c37a0534604821c97f1&user_id=2785798,https://drive.google.com/file/d/1xbFjzwS8GYswQs2s41SWJ3ibkdSdIE5X/view?usp=sharing,,,,uploaded,uploaded,,,
