ID,Title,URL,Content,Date,Type,PDF URL,Embedded,,,,,,,,Firebase Upload,Firebase Storage Upload,,Firebase Meta Data Upload,Firebase Storage Upload
403887,FUTUREMAKERS FORUM DISCUSSION SERIES: DRIVING ENTERPRISE AND EMPLOYMENT WITH YOUNG PEOPLE,https://businessfightspoverty.org/futuremakers-forum-discussion-series-driving-enterprise-and-employment-with-young-people,,2020-07-01 00:00:00,Reports,https://drive.google.com/file/d/1Vet4mOIY4W4TXvse-jHOcNj8TtdWSyJP/view?usp=drive_link,✅,,,,,,,,uploaded,uploaded,,,
403891,Strengthening Markets through Collaboration,https://businessfightspoverty.org/strengthening-markets-through-collaboration,,2020-07-01 00:00:00,Reports,https://drive.google.com/file/d/1gdEpNV1utz79V7tewxHfWPNcCK8YfAHV/view?usp=drive_link,✅,,,,,,,,uploaded,uploaded,,,
403923,How Can Companies and Investors Collaborate to Embed Purpose Authentically into Business?,https://businessfightspoverty.org/report/how-can-companies-and-investors-collaborate-to-embed-purpose-authentically-into-business/,,2020-07-01 00:00:00,Reports,https://drive.google.com/file/d/1gDAd2odGAYVpebOymva_LRCed6Pgcjiw/view?usp=drive_link,✅,,,,,,,,uploaded,uploaded,,,
404250,Building Forward Better: Mining as Partner in Supporting More Inclusive and Resilient Societies,https://businessfightspoverty.org/building-forward-better-mining-as-partner-in-supporting-more-inclusive-and-resilient-societies,,2020-07-01 00:00:00,Reports,https://drive.google.com/file/d/11Gf-JtYARGQ6T_S1gpiJAeEpGkYZUG2G/view?usp=drive_link,✅,,,,,,,,uploaded,uploaded,,,
404253,Rebuild Better Framework,https://businessfightspoverty.org/rebuild-better-framework,,2020-07-01 00:00:00,Reports,https://businessfightspoverty.org/wp-content/uploads/2022/12/BFP-Respond-and-Rebuild-Better-Framework.pdf,✅,,,,,,,,uploaded,uploaded,,,
404256,Action Toolkit: Gender-Based Violence and COVID-19,https://businessfightspoverty.org/action-toolkit-gender-based-violence-and-covid-19,,2020-07-01 00:00:00,Reports,https://drive.google.com/file/d/1ZUkNlmvmjfPzun6wQ3MkJIxsDs0TFl-T/view?usp=drive_link,✅,,,,,,,,uploaded,uploaded,,,
404469,COVID-19 ACTION TOOLKIT: Vulnerable Workers in Corporate Value Chains,https://businessfightspoverty.org/covid-19-action-toolkit-vulnerable-workers-in-corporate-value-chains,,2020-07-01 00:00:00,Reports,https://drive.google.com/file/d/1HFRqybcS7lESc3xieumSIpR6SFsygRwG/view?usp=drive_link,✅,,,,,,,,uploaded,uploaded,,,
404473,"ACTION TOOLKIT: Supporting Micro, Small and Medium-Sized Enterprises",https://businessfightspoverty.org/action-toolkit-supporting-micro-small-and-medium-sized-enterprises,,2020-07-01 00:00:00,Reports,https://drive.google.com/file/d/1KNhQDS_9nvj3_aA-8gfCkaOvI5_CZs31/view?usp=drive_link,✅,,,,,,,,uploaded,uploaded,,,
404481,Action Toolkit: Handwashing and other preventative measures,https://businessfightspoverty.org/action-toolkit-handwashing-and-other-preventative-measures,,2020-07-01 00:00:00,Reports,https://drive.google.com/file/d/1qGDPKQixK_cRAtRfe6_CJD3GTHtGYVfX/view?usp=drive_link,✅,,,,,,,,uploaded,uploaded,,,
404549,Action ToolKit: Building Back Better With Jobs,https://businessfightspoverty.org/action-toolkit-building-back-better-with-jobs,,2020-07-01 00:00:00,Reports,https://drive.google.com/file/d/1COTKxQOj2wez1uXIGBgVSS2VuuTmG96J/view?usp=drive_link,✅,,,,,,,,uploaded,uploaded,,,
404571,Action Toolkit: A Guide to Effective Planning,https://businessfightspoverty.org/action-toolkit-a-guide-to-effective-planning,,2020-07-01 00:00:00,Reports,https://drive.google.com/file/d/1bhkNNE4uuXUYiptFFab-l9_iWVPXIP7B/view?usp=drive_link,✅,,,,,,,,uploaded,uploaded,,,
404748,Action Toolkit: Rapid Innovation Through Partnerships,https://businessfightspoverty.org/action-toolkit-rapid-innovation-through-partnerships,,2020-07-01 00:00:00,Reports,https://drive.google.com/file/d/1SWnG-2i1ei280re20alm1Ln5OW7ei5SB/view?usp=drive_link,✅,,,,,,,,uploaded,uploaded,,,
404755,Action Toolkit: Supporting NGO Partners,https://businessfightspoverty.org/action-toolkit-supporting-ngo-partners,,2020-07-01 00:00:00,Reports,https://drive.google.com/file/d/1vWTi9zcepcZP3icWveU5kgjxX-nUZaB9/view?usp=drive_link,✅,,,,,,,,uploaded,uploaded,,,
404761,Action Toolkit: Building and Mobilising Local Coalitions,https://businessfightspoverty.org/action-toolkit-building-and-mobilising-national-coalitions,,2020-07-01 00:00:00,Reports,https://drive.google.com/file/d/1fZg2SVWPY30Z0hLrmuH6UOTJWy_JpHU3/view?usp=drive_link,✅,,,,,,,,uploaded,uploaded,,,
404811,How Can Self-Care Help Health Systems Rebuild Better During COVID-19?,https://businessfightspoverty.org/report/how-can-self-care-help-health-systems-rebuild-better-during-covid-19/,,2021-07-01 00:00:00,Reports,https://drive.google.com/file/d/1mnGVOjvQUT_8s_hzYYkvM5kChUMilwEP/view?usp=drive_link,✅,,,,,,,,uploaded,uploaded,,,
405049,The National Business Compact on Coronavirus &#8211; One Year On: A Blueprint for Rapid Collaboration?,https://businessfightspoverty.org/the-national-business-compact-on-coronavirus-one-year-on-a-blueprint-for-rapid-collaboration,,2021-07-01 00:00:00,Reports,https://businessfightspoverty.org/wp-content/uploads/2022/12/BFP-NBCC-Rapid-Collaboration-Report.pdf,✅,,,,,,,,uploaded,uploaded,,,
405108,Business and Climate Justice Framework,https://businessfightspoverty.org/business-and-climate-justice-framework,,2021-07-01 00:00:00,Reports,https://businessfightspoverty.org/wp-content/uploads/2022/10/Business-Fights-Poverty-Business-and-Climate-Justice-Framework.pdf,✅,,,,,,,,uploaded,uploaded,,,
405442,Creating An Environment Where Social Impact Businesses Can Thrive,https://businessfightspoverty.org/social-enterprise-insights-paper,,2021-07-01 00:00:00,Reports,https://businessfightspoverty.org/wp-content/uploads/2022/12/BFP-Social-Entrepreneurs-Insights-Paper.pdf,✅,,,,,,,,uploaded,uploaded,,,
405604,Enhancing the Livelihoods of &#8216;Hidden Women&#8217; in Global Smallholder Value Chains,https://businessfightspoverty.org/report/enhancing-the-livelihoods-of-hidden-women-in-global-smallholder-value-chains/,,2021-07-01 00:00:00,Reports,https://drive.google.com/file/d/1mouu6ZuGhg1uAV0HB2nr7aT0OeGk_SFk/view?usp=drive_link,✅,,,,,,,,uploaded,uploaded,,,
405755,ACTION TOOLKIT: Women and the Net Zero Economy,https://businessfightspoverty.org/action-toolkit-women-and-the-net-zero-economy,,2021-07-01 00:00:00,Reports,https://drive.google.com/file/d/1zP1n6rraUqmMEraisNEMZd1yrtDY_ScE/view?usp=drive_link,✅,,,,,,,,uploaded,uploaded,,,
406517,The Case for Living Wages,https://businessfightspoverty.org/the-case-for-living-wages,,2022-07-01 00:00:00,Reports,https://drive.google.com/file/d/1xZeV1qjKZxa2XeXJ225hR6GYYEA3w6vq/view?usp=drive_link,✅,,,,,,,,uploaded,uploaded,,,
406614,Climate Justice Online Forum Discussions,https://businessfightspoverty.org/climate-justice-online-forum-discussions,,2022-07-01 00:00:00,Reports,https://businessfightspoverty.org/wp-content/uploads/2022/06/Climate-Justice-Insights-Report-v3.pdf,✅,,,,,,,,uploaded,uploaded,,,
406821,"Corporate Social Innovation: Prototyping, Piloting and Iterating",https://businessfightspoverty.org/report/corporate-social-innovation-prototyping-piloting-and-iterating/,,2018-07-01 00:00:00,Reports,https://drive.google.com/file/d/1VzGVSLE0uLqTlIUFAw77iAXaXuoa5zV0/view?usp=drive_link,✅,,,,,,,,uploaded,uploaded,,,
406899,Poverty Tsunami Briefing Paper,https://businessfightspoverty.org/poverty-tsunami-briefing-paper,,2022-07-01 00:00:00,Reports,https://businessfightspoverty.org/wp-content/uploads/2022/05/BFP_Facing-the-Poverty-Tsunami-Briefing.pdf,✅,,,,,,,,uploaded,uploaded,,,
407035,Business and Climate Justice,https://businessfightspoverty.org/business-and-climate-justice,,2022-07-01 00:00:00,Reports,https://businessfightspoverty.org/wp-content/uploads/2022/10/Business-Fights-Poverty-Business-and-Climate-Justice-Framework.pdf,✅,,,,,,,,uploaded,uploaded,,,
407239,Food Fortification Workshop Summary,https://businessfightspoverty.org/food-fortification-workshop-summary,,2022-07-01 00:00:00,Reports,https://businessfightspoverty.org/wp-content/uploads/2022/11/Food-fortification-workshop-summary.pdf,✅,,,,,,,,uploaded,uploaded,,,
407279,Farmer Segmentation Guide,https://businessfightspoverty.org/farmer-segmentation-guide,,2022-07-01 00:00:00,Reports,https://drive.google.com/file/d/1lXyud1zqVPWAghk-9-xMK4WoCCzyUp21/view?usp=drive_link,✅,,,,,,,,uploaded,uploaded,,,
408912,Business Fights Poverty NYC 2016: Summary Report,https://businessfightspoverty.org/business-fights-poverty-nyc-2016-summary-report,,2016-07-01 00:00:00,Reports,https://drive.google.com/file/d/1Zg7mpaygcunLpiPwelu48isPp2g72jjp/view?usp=drive_link,✅,,,,,,,,uploaded,uploaded,,,
408940,Futuremakers Research 2022,https://businessfightspoverty.org/futuremakers-research-2022,,2022-07-01 00:00:00,Reports,https://businessfightspoverty.org/wp-content/uploads/2025/04/futuremakers-2022-insights-lifting-youth-participation-through-financial-inclusion.pdf,✅,,,,,,,,uploaded,uploaded,,,
412343,Advancing Vaccination Equity in Europe,https://businessfightspoverty.org/advancing-vaccination-equity-europe-report,,2023-06-01 00:00:00,Reports,https://drive.google.com/file/d/1Mgt8rAWg6QB0Mry3HKuVWnvn0mHc6cUm/view?usp=drive_link,✅,,,,,,,,uploaded,uploaded,,,
418501,Generative AI and Social Impact &#8211; Role of Business,https://businessfightspoverty.org/generative-ai-and-social-impact-role-of-business,,2023-06-26 14:56:05,Reports,https://businessfightspoverty.org/wp-content/uploads/2023/06/Generative-AI-and-Social-Impact-Role-of-Business.pdf,✅,,,,,,,,uploaded,uploaded,,,
420124,How can businesses support care economy enterprises across the value chain?,https://businessfightspoverty.org/how-can-businesses-support-care-economy-enterprises-across-the-value-chain,,2023-09-15 09:36:10,Reports,https://businessfightspoverty.org/wp-content/uploads/2023/09/2308-Care-Economy-Report-FINAL.pdf,✅,,,,,,,,uploaded,uploaded,,,
422921,Safer Workplaces: How companies can support survivors of domestic violence and abuse,https://businessfightspoverty.org/safer-workplaces-how-companies-can-implement-domestic-violence-and-abuse-support,,2024-02-16 11:08:57,Reports,https://drive.google.com/file/d/1tqlWM-EBDneRAcTreVsxfLczSbu6KvYt/view?usp=drive_link,✅,,,,,,,,uploaded,uploaded,,,
423031,Delivering healthier futures for women children and young people,https://businessfightspoverty.org/healthier-futures-women-children-young-people,,2024-03-04 07:00:10,Reports,https://businessfightspoverty.org/wp-content/uploads/2024/04/2310-GFF-Discussion-Paper-F5-compressed-1.pdf,✅,,,,,,,,uploaded,uploaded,,,
430147,Building Future Fit Partnerships for Green and Inclusive Growth,https://businessfightspoverty.org/building-future-fit-partnerships-for-green-and-inclusive-growth,,2024-09-24 07:00:11,Reports,https://businessfightspoverty.org/wp-content/uploads/2024/09/Building-Business-Partnerships-That-Are-Fit-for-the-Future.pdf,✅,,,,,,,,uploaded,uploaded,,,
435471,Turning Potential into Prosperity,https://businessfightspoverty.org/refugee-entrepreneurship-europe-potential,,2025-06-25 16:29:57,Reports,,,,,,,,,,,,,,
