ID,Title,URL,Content,Date,Type,PDF URL,Embedded,,,,,,,,Firebase Upload,Firebase Storage Upload,,Firebase Meta Data Upload,Firebase Storage Upload
431929,Strategic Partnerships to Support Community Resilience with Cargill,https://businessfightspoverty.org/strategic-partnerships-to-support-community-resilience-with-cargill,"Strategic partnerships between business and not-for-profit organisations unlock opportunities for communities to strengthen their resilience to stresses and shocks &#8211; especially in today&#8217;s rapidly changing global environment. Organisations that collaborate can pool resources, expertise, and influence to create more substantial and sustainable outcomes. This guide offers five practical insights, which have been learnt through the lasting partnership between the multinational food corporation &#8211; Cargill and international humanitarian agency &#8211; CARE. Their insights aim to help businesses and organisations form partnerships that will lead to long-lasting, impactful results for community resilience initiatives. The conversation took place as part of the Business Fights Poverty Global Goals Summit 2024. Speakers: INTERVIEWEES: Taryn Davis, Senior Director, Strategic Partnerships &amp; Stakeholder Engagement, Cargill Chris Noble, Corporate Partnerships, CARE",2024-10-11 11:36:31,Insights,https://businessfightspoverty.org/wp-content/uploads/2024/10/Strategic-partnerships-for-community-resilience.pdf,✅,,,,,,,,uploaded,uploaded,,,
431925,Plugging the Financing Gap for Young Entrepreneurs with Standard Chartered,https://businessfightspoverty.org/plugging-the-financing-gap-for-young-entrepreneurs-with-standard-chartered,"The underfunding of young female entrepreneurs represents a missed opportunity for innovation and economic advancement. Addressing this financing gap is essential not only for gender equity but also for the broader economic benefits that diverse entrepreneurial ventures can generate. This report outlines five strategic recommendations to close this funding gap. Presented at the Business Fights Poverty Global Goals Summit 2024, these insights offer actionable steps for social impact professionals and other stakeholders to empower a new generation of entrepreneurs. Through targeted support, we can foster a more inclusive and prosperous global economy. Speakers: Tameka Ridley, Futuremaker &amp; Founder and CEO, I AM LIT Elizabeth Ochieng, Futuremaker &amp; Founder and CEO, Ento Farms Alice Muhuhu, Futuremaker &amp; Founder, Aurora Health Systems Anita Tiessen, CEO, Youth Business International (YBI) Allie Burns, CEO, Village Capital Maureen Moraa Mogoah, Partnerships &amp; Fundraising Manager, Somo Africa Edith Chumba, Head of Wealth &amp; Retail Banking, Standard Chartered, Kenya Moderators: Natasha Kwakwa, Global Head, Community Impact, Standard Chartered Katie Hyson, Director of Thought Leadership, Business Fights Poverty (in New York) Bill Omondi, Community Engagement Lead, Kenya, Business Fights Poverty (in Nairobi)",2024-10-11 11:26:40,Insights,https://businessfightspoverty.org/wp-content/uploads/2024/10/Plugging-the-financing-gap-for-young-entrepreneurs.pdf,✅,,,,,,,,uploaded,uploaded,,,
431921,Exploring Male Management Attitudes Towards Gender Equity with Primark,https://businessfightspoverty.org/exploring-male-management-attitudes-towards-gender-equity-with-primark,"Primark and the International Research Centre on Women (ICRW) partnered together to better understand male attitudes to gender equity in factories in India. Male managers&#8217; perceptions shape the opportunities and barriers women face in advancing their careers. Understanding these attitudes helps organisations address deep-rooted biases that affect hiring, promotion, and workplace safety. For businesses, promoting gender equity is not only a matter of social responsibility but also improves productivity and worker satisfaction. Tackling gender-based violence and harassment (GBVH) and ensuring women have access to leadership roles is essential for long-term sustainability and growth in this sector. Speakers: Matthew Davidson, Senior Social Impact Executive, Primark Sue Tym, Social Impact Portfolio, Senior Manager, Primark Radhika Uppal, Gender and Development Specialist, International Centre for Research on Women Rachel Oguntola, Senior Project Manager, Private Sector Development, International Centre for Research on Women",2024-10-11 11:21:31,Insights,https://businessfightspoverty.org/wp-content/uploads/2024/10/Male-attitudes-to-gender-equity.pdf,✅,,,,,,,,uploaded,uploaded,,,
431905,Mining for the Low-Carbon Energy Boom Addresses the Full Range of the SDGs with Anglo and IFC,https://businessfightspoverty.org/mining-for-the-low-carbon-energy-boom-addresses-the-full-range-of-the-sdgs-with-anglo-and-ifc,"As the world accelerates towards a low-carbon future, the mining sector is crucial in providing the metals and minerals essential for green technologies. However, mining’s contribution to the Sustainable Development Goals (SDGs) must extend beyond environmental sustainability to encompass economic, social and governance aspects. The following insights outline how mining for the energy transition can address the full range of SDGs, offering actionable strategies for stakeholders in mining companies, the communities in which they operate, investors, policy makers, NGOs and their supporters. The insights were developed during the workshop which took place within the Business Fights Poverty Global Goals Summit 2024. Speakers: PANELISTS: Richard Morgan, Head of Government and International Relations (UK, Middle East and Africa), Anglo American Dr. Gracelin Baskaran, Director for Project on Critical Minerals Security, Center for Strategic and International Studies (CSIS) Arsalan Mahtafar, Head of J.P. Morgan Development Finance Institution, J.P. Morgan Agathe Bukasa, Executive Director, The Fair Cobalt Alliance Mpumi Zikalala, Chief Executive Officer Kumba Iron Ore, Anglo American MODERATOR: Arjun Bhalla, Global Climate Advisory Lead, IFC",2024-10-11 10:38:56,Insights,https://businessfightspoverty.org/wp-content/uploads/2024/10/Mining-for-the-Low-Carbon-Energy-Boom-Addresses-the-Full-Range-of-the-SDGs-with-Anglo-and-IFC.pdf,✅,,,,,,,,uploaded,uploaded,,,
431901,Climate Innovation and the Next Generation with Novonesis,https://businessfightspoverty.org/climate-innovation-and-the-next-generation-with-novonesis,"Engaging young people, women and diverse stakeholders in climate action is crucial for achieving sustainable and equitable solutions to global challenges. During a Fireside Chat with bio- solutions provider Novonesis at the Business Fights Poverty Global Goals Summit, experts explored strategies to foster people-centred climate action through innovative partnerships. The discussion highlighted the importance of inclusive approaches that empower marginalised groups, address systemic barriers and leverage technological innovation. This summary distils five key insights from the session, offering actionable strategies for businesses, governments and civil society to collaborate effectively in driving transformative climate action. Speakers: INTERVIEWEES: Morten Enggaard Rasmussen, EVP People &amp; Stakeholder Relations, Novonesis Fred Onduri, Chair, Advisory Board, The Climate Technology Centre and Network (CTCN) Inés Yábar, Lead Next Generation Fellow, UN Foundation INTERVIEWER: Katie Hyson, Director, Thought Leadership, Business Fights Poverty",2024-10-11 10:30:53,Insights,https://businessfightspoverty.org/wp-content/uploads/2024/10/Climate-Innovation-and-the-Next-Generation-with-Novonesis.pdf,✅,,,,,,,,uploaded,uploaded,,,
431894,Supporting Social Entrepreneurs for Impact at Scale with Reckitt,https://businessfightspoverty.org/supporting-social-entrepreneurs-for-impact-at-scale-with-reckitt,"This workshop convened social entrepreneurs from four continents, particularly those in the health sector, alongside key stakeholders from multinational businesses, policymakers, academia, NGOs and financiers. Its goal was to explore system-level opportunities for social enterprise growth that can be achieved only through effective cross-sectoral and geographical collaboration. This summary distils five critical insights to aid practitioners in scaling the impact of social enterprises efficiently. Each insight is paired with actionable steps, valuable for anyone seeking to make a significant impact within the social enterprise ecosystem. Speakers: Pradeep Kakkattil, CEO, Health Innovation Exchange (HIEx) Sergio López Ramos Executive Director, Yunus Social Business (YSB) Murendeni Mafuso, Founder &amp; CEO, Kusini Water Sylvana Sinha, Founder, Chair, &amp; CEO, Praava Health Elsie Wandera, Chief Executive Officer, Heroes for Change François Bonnici, Director, Schwab Foundation for Social Entrepreneurship; Head of Foundations, World Economic Forum (WEF) MODERATOR: Hamzah Sarwar, Global Social Impact and Partnerships Director, Reckitt",2024-10-11 10:20:58,Insights,https://businessfightspoverty.org/wp-content/uploads/2024/10/Supporting-Social-Entrepreneurs-for-Impact-at-Scale-with-Reckitt.pdf,✅,,,,,,,,uploaded,uploaded,,,
431889,Partnering to Close Gaps in Care in Rural Communities with Merck,https://businessfightspoverty.org/partnering-to-close-gaps-in-care-in-rural-communities-with-merck,"Delivering timely and effective health care in rural communities presents unique challenges, from limited resources and geographical isolation to cultural barriers and lack of trust. This Fireside Chat with Merck shed light on how innovative multi-stakeholder partnerships centred on the needs of rural populations can lead to transformative healthcare outcomes. This summary distils five key insights from the discussion, offering actionable strategies for businesses, governments and NGOs to collaborate effectively in improving healthcare delivery to those who need it most. Speakers: INTERVIEWEES: Lisa K. Robertson, Executive Director, Indiana Immunization Coalition Charlotte Muheki, Director of Primary Health Care, Amref Health Africa Dr Vignesvari Subramaniam, Deputy Medical Director, National Cancer Society Malaysia INTERVIEWER: Josette Gbemudu, Executive Director, U.S. Health Equity, Merck",2024-10-11 10:06:07,Insights,https://businessfightspoverty.org/wp-content/uploads/2024/10/Partnering-to-Close-Gaps-in-Care-in-Rural-Communities-with-Merck.pdf,✅,,,,,,,,uploaded,uploaded,,,
431862,Community Clinic: Future-Fit Partnerships Day 2,https://businessfightspoverty.org/community-clinic-future-fit-partnerships-day-2,"The Business Fights Poverty Community Clinic, held during the Global Goals Summit, provided a dynamic forum for global thought leaders, entrepreneurs and corporate professionals to share insights into building partnerships that are fit for the future. This hybrid session brought together experts from different sectors to explore best practices and innovations that can foster collaboration to tackle poverty, inequality and climate change. The session was designed to generate actionable ideas for scalable solutions that leverage the strength of partnerships across sectors, with a focus on the role of businesses in driving social impact. Speakers: Eunice Barasa, Founder/CEO, LYMA MEDIA Saksham Nijhawan, Energy Transition Lead, Forum for the Future Mariana Felicio, Sr. Social Development Specialist, World Bank Dr. Shyam Kumar Katta, Director Programs, Heifer International Larry Reed, Executive director, Thrive Lights, The Poverty Stoplight Kris Ansin, Kenya Country Director, TechnoServe Muthoni Karubiu, Head of Operations, Amini Vallen Omari, Legal Manager and Lead Advisor, Izwe Loans Kenya and Rhenium Pro Global Consultants Grace Waswa, ESG Lead, MMW ADVOCATES LLP Grace Cramer, Tech and Innovation Theme Leader, FCDO",2024-10-11 09:49:49,Insights,https://businessfightspoverty.org/wp-content/uploads/2024/10/2.1-Community-Clinic.pdf,✅,,,,,,,,uploaded,uploaded,,,
431827,Strengthening Ecosystems to Empower Small and Medium Businesses in the Supply Chain with Walmart,https://businessfightspoverty.org/strengthening-ecosystems-to-empower-small-and-medium-businesses-in-the-supply-chain-with-walmart,"In an era where small and medium enterprises (SMEs) are the backbone of global economies, empowering them within supply chains is crucial for sustainable and inclusive growth. The recent Hybrid Workshop with Walmart explored strategies to strengthen the ecosystem, unlocking the potential of SMEs by fostering meaningful partnerships that extend beyond traditional projects. This summary distils five key insights from the event, offering actionable steps for businesses, governments and financial institutions to collaborate more effectively. By embracing these insights, stakeholders can drive systemic change that benefits SMEs, promotes equality and contributes to a more resilient and equitable global economy. Speakers: PANELISTS: Andrea Albright, Executive Vice President of Sourcing, Walmart &amp; Operating Partner, Massmart Payal Dalal, EVP, Executive Vice President, Global Programs, Center for Inclusive Growth, Mastercard Carmen Correa, CEO, Pro Mujer Altagracia Gómez Sierra, Designated Coordinator of the Business Advisory Council for Regional Economic Development and Relocation, Government of Mexico MODERATOR: Zahid Torres-Rahman, CEO &amp; Co-Founder, Business Fights Poverty",2024-10-10 11:41:29,Insights,https://businessfightspoverty.org/wp-content/uploads/2024/10/Strengthening-Ecosystems-to-Empower-Small-and-Medium-Businesses-in-the-Supply-Chain-with-Walmart.pdf,✅,,,,,,,,uploaded,uploaded,,,
431822,Exploring How Supply Chain Resiliency Is Farmer Resiliency with Mars Inc,https://businessfightspoverty.org/exploring-how-supply-chain-resiliency-is-farmer-resiliency-with-mars-inc,"The Mars-Tanager mint partnership in India illustrates the critical link between supply chain resilience and farmer resilience. By focusing on trust-building, long-term partnerships, and farmer-centric interventions, Mars has not only secured its supply chain for mint but also significantly improved farmer incomes. The partnership demonstrates how diversified income streams, gender inclusion and applied agricultural research can create a more resilient and sustainable agricultural sector. Speakers: INTERVIEWEES: Lindsey Yeung, Vice President Sustainability – Thriving People, Mars Inc Sergio Rivas, President, Tanager INTERVIEWER: Katie Hyson, Director, Thought Leadership, Business Fights Poverty",2024-10-10 11:35:14,Insights,https://businessfightspoverty.org/wp-content/uploads/2024/10/Exploring-How-Supply-Chain-Resiliency-Is-Farmer-Resiliency-with-Mars-Inc.pdf,✅,,,,,,,,uploaded,uploaded,,,
431817,Enabling a Just Transition Through Climate Insurance with Barclays,https://businessfightspoverty.org/enabling-a-just-transition-through-climate-insurance-with-barclays,"Ensuring the availability and affordability of climate insurance is crucial for protecting vulnerable populations and preventing anyone from being left behind. By safeguarding these communities and alleviating the impacts of climate change, climate insurance can mobilise resources and foster inclusive growth. During the Business Fights Poverty Global Goals Summit 2024, five key action-oriented insights were presented to assist social impact leaders, insurance, finance and policymakers in implementing inclusive climate insurance strategies. These insights aim to ensure that such insurance solutions are both accessible to all and scalable, underpinning broader efforts to combat climate change impacts effectively. Speakers: PANELLISTS: Ajaita Shah, Founder and CEO, Frontier Markets Palat Vijayaraghavan, Founder &amp; CEO, LEAF Neliswa Hare, Head of Projects and Partnerships, Humanity Insured Wendy Smith, Agriculture and Public-Private Partnerships Lead, AXA EssentiALL MODERATOR: Frances Cabrera, VP, Barclays",2024-10-10 11:28:23,Insights,https://businessfightspoverty.org/wp-content/uploads/2024/10/Enabling-a-Just-Transition-Through-Climate-Insurance-with-Barclays.pdf,✅,,,,,,,,uploaded,uploaded,,,
431810,Partnering for Green and Inclusive Growth with FCDO,https://businessfightspoverty.org/partnering-for-green-and-inclusive-growth-with-fcdo,"In an era of unprecedented global challenges, strong partnerships and a systemic approach are essential for creating lasting, meaningful impact in our communities. This session with the UK’s Foreign, Commonwealth and Development Office and Barclays explored a new vision for how businesses can collaborate for green and inclusive growth. This summary distils five key insights from the discussion, highlighting actionable strategies for businesses to address poverty, inequality and climate change. By embracing these insights, organisations can contribute to a more equitable and resilient world, fostering effective collaborations with governments, the UN and civil society. Speakers: OPENING &amp; WELCOME: Zahid and Yvette Torres-Rahman, Founders, Business Fights Poverty Deborah Goldfarb, Global Head of Citizenship, Barclays KEYNOTE The Rt Hon Anneliese Dodds MP, Minister of State for Development and Minister of State for Women and Equalities, UK Government INTERVIEWEES: Liz Patterson, Deputy Director, Head of Development Finance, Infrastructure and Partnerships Department, UK Foreign, Commonwealth and Development Office Martin R. Ochien’g, Group Managing Director, Sasini PLC INTERVIEWER: Jane Nelson, Founding Director, Corporate Responsibility Initiative, Harvard Kennedy School and Senior Fellow, Business Fights Poverty Institute",2024-10-10 11:04:57,Insights,https://businessfightspoverty.org/wp-content/uploads/2024/10/Partnering-for-Green-and-Inclusive-Growth-with-FCDO.pdf,✅,,,,,,,,uploaded,uploaded,,,
431793,Community Clinic: Future-Fit Partnerships Day 1,https://businessfightspoverty.org/community-clinic-future-fit-partnerships-day-1,"This Business Fights Poverty Community Clinic, hosted during the Global Goals Summit, provided an interactive platform for discussing how business partnerships can address poverty, inequality and climate change. Speakers shared strategies for fostering long-term, future-fit collaborations that are rooted in mutual benefit and systemic change. This Insights Paper summarises the key takeaways, actionable strategies, and examples of impactful partnerships discussed by experts from business, civil society and the impact sectors. The goal is to equip businesses with practical insights to develop partnerships that are resilient, equitable, and aligned with the Global Goals. Speakers: Greg S Garrett, Executive Director, Access to Nutrition Initiative Dr John Choptiany, VP of Programs, iDE Global Clementine Brown, Co-Founder &amp; Co-Director, CodeBrave Dr. Plamen Rusev, Founder and Executive Chairman, Webit.Foundation Alam Bains, Head, Corporate Programs &amp; Partnerships, MovingWorlds David Nicholson, Chief Climate Officer, Mercy Corps Marin MacLeod, Executive Director, Reach Alliance, University of Toronto Katie Kowalski, Director of Commercial Partnerships, Fairtrade America Kauwel Qazi, Private Sector Gender Justice Advisor, Oxfam America Hilde Hendrickx, Global Sustainability Senior Manager, Unilever Betty Wilkinson, Board Chair, Financial Sector Deepening Somalia",2024-10-10 10:31:00,Insights,https://businessfightspoverty.org/wp-content/uploads/2024/10/Community-Clinic-Future-Fit-Partnerships-Day-1.pdf,✅,,,,,,,,uploaded,uploaded,,,
428163,Online Written Discussion &#8211; Human-centered communications,https://businessfightspoverty.org/online-written-discussion-communicating-social-impact,"Our Online Written Discussion on &#8220;How can we ensure communications are human-centred, empathetic and engaging?&#8221; covered key insights highlighting the importance of involving community voices, tailoring messages to local contexts, and prioritising transparency and ethical practices. Contributors emphasised the value of co-creation, continuous feedback loops, and showcasing real stories to create meaningful connections. By integrating these strategies, organisations can develop impactful communications that respect and reflect the complexities of human experiences.",2024-06-13 14:39:00,Insights,https://drive.google.com/file/d/1XpSs8lOJ32FuvdumIfe6hQj8YM_aKw5z/view?usp=drive_link,✅,,,,,,,,uploaded,uploaded,,,
423542,Global Equity Summit 2024 &#8211; Day 2 &#8211; Workshop 2,https://businessfightspoverty.org/tackling-gender-based-violence,"An Insights Paper from the Workshop which gathered a decade of insights and practical guidance to build supportive, safe work environments for all. Discover how your company can be a key player in preventing domestic violence, empowering survivors, and enhancing workplace safety and well-being. Opening Speakers: Christel Adamou, Director, Office of Professional Ethics and Conduct, Asian Development Bank Susan Bright, CEO, Employers Initiative Against Domestic Abuse Natalie Deacon, Director Corporate Affairs and Sustainability, Avon International Katie O’Brien, Diversity and Inclusion Manager, Anglo American Pamela Zaballa, CEO, NO MORE Claudine McMahon, Head of Culture and Inclusion, Vodafone Shabnam Hameed, Gender Based Violence Specialist, IFC Moderator: Jane Pillinger, Visiting Senior Research Fellow, Department of Social Policy and Criminology, Open University",2024-03-22 10:21:45,Insights,https://businessfightspoverty.org/wp-content/uploads/2024/03/2-5-GBV-Workshop.pdf,✅,,,,,,,,uploaded,uploaded,,,
423493,Global Equity Summit 2024 &#8211; Day 1 &#8211; Fireside 2,https://businessfightspoverty.org/ai-and-equity,"A Fireside Chat conversation on the nexus of AI and equity. This insights paper will offer insights into the complexities, challenges and opportunities of utilising AI to foster inclusiveness. Explore practical strategies and ethical considerations essential for ensuring that AI contributes positively to society. Interviewees: Edward Tay, Associate Professor (Practice) in Sustainability and Sustainable Development Goals, United Nations Institute for Training and Research &amp; Adjunct Associate Professor, Asian Institute of Digital Finance, National University of Singapore Kacper Łodzikowski, Vice President, AI Capabilities, Pearson David Norman, Managing Director, Cooperative AI Foundation Sian Hawkins, Director of External Affairs, Cherie Blair Foundation Interviewer: Zahid Torres-Rahman, CEO, Business Fights Poverty",2024-03-22 09:57:41,Insights,https://businessfightspoverty.org/wp-content/uploads/2024/03/1-3-AI-and-Equity.pdf,✅,,,,,,,,uploaded,uploaded,,,
423494,Global Equity Summit 2024 &#8211; Day 1 &#8211; Webinar 2,https://businessfightspoverty.org/harnessing-equity,"This webinar&#8217;s insights paper delves into the critical question of how businesses can effectively integrate intersectionality into their equity, diversity and inclusion programmes. Learn how understanding the overlapping dimensions of equity – such as gender, race, socio-economic status, and LGBTQ+ identities – helps companies adopt a truly people-centred approach that delivers business and investor value, ensures every employee’s unique experiences and challenges are recognised and valued, and where progress can be effectively measured. Speakers: Rudaba Zehra Nasir, Global Lead, Economic Inclusion, Gender and Economic Inclusion Department, IFC Daniel Seymour, Director, Strategic Partnerships, UN Women Ama Ocansey, UK Head of Diversity and Inclusion, BNP Paribas Dale Buscher, Vice President of Programs, Women’s Refugee Commission Sandra Kerr CBE, Race Equality Director, Business in the Community Moderator: Alice Allan, Director of Collaboration, Business Fights Poverty",2024-03-22 09:55:13,Insights,https://businessfightspoverty.org/wp-content/uploads/2024/03/1-4-Harnessing-Equity.pdf,✅,,,,,,,,uploaded,uploaded,,,
423540,Global Equity Summit 2024 &#8211; Day 2 &#8211; Peer Circle,https://businessfightspoverty.org/womens-empowerment,"Our community learning session explored thinking and practice at the forefront of women’s empowerment. This Insights Paper is based on the vibrant exchange of ideas, showcasing challenges, solutions, and firsthand accounts of impactful strategies from the following contributors. Spotlight Speakers: Akinyi Walender, Africa Director, Practical Action Alexandra Salas, CEO, Business Council for Peace Ayan Said, CEO, Voicing Voices Jiselle Steele, Private Sector Gender Advisor, Oxfam Business Advisory Service Laura Macias, Global lead, Women Advancement &amp; Leadership, RISE Liliana Camacho, Director, Operations &amp; Knowledge Management, The Better Way Alliance Rachael Vichei, Founder, Girls Empowered Kenya Shelley Pigott, Director of Strategic Engagement, The Power of Nutrition Soma Kumari Rana, Regional Gender Equity and Social Inclusion (GESI) Officer, Asia, iDE (International Development Enterprises) Susan Achiech, Full-Stack Developer, Naamal Agency Yaquta Fatehi, Program Manager, William Davidson Institute at the University of Michigan Yasmina Zaidman, Chief Development and Partnerships Officer, Acumen Written Contributors: Peg Willingham, Senior Managing Director, Food &amp; Agriculture, Save the Children Rhiza Nery, Deputy Programme Coordinator, Connecting Business initiative (CBi) Moderators: Bill Omondi, CEO, The Debate Circle Anna Olivia Spenner Hernandez, Community Learning Coordinator, Business Fights Poverty",2024-03-22 09:52:10,Insights,https://businessfightspoverty.org/wp-content/uploads/2024/03/2-4-Enhancing-Womens-Empowerment-Strategies.pdf,✅,,,,,,,,uploaded,uploaded,,,
